track_id,track_name,peak_date,streams
4okba5wu9mMLXx79DXLKi3,la rompe corazones,2017-04-29,250737659
7ofxPmTNMj2GP07g1VZa0O,que va,2017-11-18,236983483
3ao3OVxHlb3C08vAaApUlm,imposible,2019-01-19,211438311
6Y4PDQv4XjYjHLeLmvyOt0,si te vas,2019-10-26,198127268
7eWjKYlhZyM8kPz6JJ35aN,dile que tu me quieres,2017-02-11,162871922
3g4UyIcQwutiG0TfW32GnX,esclavo de tus besos,2019-03-29,156315870
6752EZMgXswvRBH3N2PilO,unica,2018-07-13,150593168
6JjPBQfI2Y8nIjnm65X6Pw,x - remix,2018-07-14,149278728
1h9P5WJwyvK8OB7O2YiXgp,ibiza,2018-10-31,138239522
5zSOVwaY3sVjnmLhuEfsuf,tú foto,2017-08-26,131524595
5EId1m4DNwTf3at31w8bPJ,el farsante,2017-10-07,129834996
6AyI8UGx8Y4peb7pLOy2pf,7 rings,2019-02-08,1152010402
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",2018-11-09,1090509612
5SxkdsY1ufZzoq9iXceLw9,no tears left to cry,2018-04-24,686897037
4pLwZjInHj3SimIyN9SnOz,side to side,2016-09-30,542194003
4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i m bored",2019-02-11,444601649
7yHEDfrJNd0zWOfXwydNH0,into you,2016-09-02,393721018
5OCJzvD7sykQEKHH7qAC3C,god is a woman,2018-07-17,378867641
7zrYKlgYQv1ELz7LGyjTd1,bang bang,2014-12-31,352536610
0lizgQ7Qw35od7CYaoMBZb,santa tell me,2019-12-24,278283160
4OafepJy2teCjYJbvFE60J,breathin,2018-08-17,271772567
7vS3Y0IKjde7Xg85LWIEdP,problem,2014-08-29,270070206
7cvxrDu7VIhVSOFRNgPegv,break free,2014-09-12,259568579
6RaaSSgHvvs9ktoLPOUVc9,one last time,2015-03-13,248282176
6T506SFlFUVVNvnmCiVZR0,dangerous woman,2016-04-30,243151522
0Ryd8975WihbObpp5cPW1t,boyfriend,2019-08-02,230612705
07Oz5StQ7GRoygNLaXs2pd,good as hell,2019-10-31,181027709
5J4ZkQpzMUFojo1CtAZYpn,love me harder,2014-12-31,176834105
0todbbT9g5uQGbeFCiBf2F,imagine,2019-02-08,167305130
3IyeQMpMEqNcEvFQGJ2eps,focus,2015-11-06,144962588
3NkJNL3WqO1Lqc3uNDxvCN,don’t call me angel (charlie’s angels),2019-09-13,137609019
7ju97lgwC2rKQ6wwsf9no9,rain on me,2020-05-29,129147206
1ZEm9cJC05rawV2tptNfTS,bed,2018-06-26,120715797
4SPu0Ql902hTVXkBoNIYtq,nasa,2019-02-08,95060161
1TEL6MlSSVLSdhOSddidlJ,needy,2019-02-08,90614068
2hloaUoRonYssMuqLCBLTX,bloodline,2019-02-08,78015196
7EQpvVujgytLVY8vKiDHAg,bad idea,2019-02-08,77950926
3wFLWP0FcIqHK1wb1CPthQ,fake smile,2019-02-08,59674022
6yL2kTsdVwYnGwPkKGtMd5,everyday,2017-03-29,51327303
6YJdPrH3i2POzu7hdHIRrb,santa baby,2018-12-24,49981719
0u2P5u6lvoDfwTYjAADbn4,lovely,2018-06-21,999982975
7FGq80cy8juXBCD2nrqdWU,eastside,2018-09-12,979841421
5Z3GHaZ6ec9bsiI5BenrbY,young dumb & broke,2017-10-27,712537441
7vGuf3Y35N4wmASOKLUVVU,silence,2017-09-29,698053155
6z32PqAvnLBGDD2KinNn5j,1-800-273-8255,2017-09-22,680698017
152lZdxL1OR0ZMW6KquMif,location,2017-04-20,655116198
6zeeWid2sgw4lap2jV61PZ,better,2018-10-19,630119928
45Egmo7icyopuzJN0oMEdk,love lies,2018-04-20,517184737
0rTV5WefWd1J3OwIheTzxM,talk,2019-04-05,435765344
5kfNriitmkNE8mUbZ7gbq8,saturday nights,2019-01-23,332406653
3nc420PXjTdBV5TN0gCFkS,ocean,2018-07-13,245518923
6Hgh47WXVKtXN5zGOu0hjI,otw,2018-05-15,232799241
04QTmCTsaVjcGaoxj8rSjE,know your worth,2020-02-07,140695971
0lMbuWUpfTWhEmOKxppEau,rollin,2017-07-01,132855586
2XKFnwB6djxrJCjR3PdeRb,my bad,2019-04-05,92970761
248OFOZef6ShXv6DGgbnxU,saved,2017-09-14,85405664
09oZ9eXQ2fo6YDrPzJqAoP,outta my head,2019-04-05,73592967
1mpD5Q8IM32I4bF6eCpU74,up all night,2019-11-22,68067939
4AhSkRYioEIfGvCV19peYN,suncity,2018-10-19,63135471
5SwEgzUFDHwpWHKrbnP32Z,youth feat. khalid,2018-05-25,62790131
5A1w94uzc1kO1Zhe8WWxC3,right back,2019-08-15,49790161
5jyyPsIGM2yqkZN9R3TmvN,the ways,2018-02-09,46972493
18O00Y7yrkJ0pRXm1n21Og,eleven,2020-01-16,43548882
0Z26mbSHJ1dkUu7g9DDgif,trigger,2019-10-25,42671031
3Wf2YGdYT8xVdNsQSoRKk9,youth,2018-05-04,36901460
2rE9TX3VQ0WNt7kziFhKep,homemade dynamite - remix,2017-11-17,33705391
5bgwqaRSS3M8WHWruHgSL5,8teen,2017-09-14,30651858
4aWmUDTfIPGksMNLV2rQP2,despacito (featuring daddy yankee),2017-02-11,822995434
5w9c2J52mkdntKOmRLeM2m,con calma,2019-03-23,785552452
2j2fIJGh4PMdXt9ULI5Tlc,dura,2018-03-03,343529867
5mey7CLLuFToM2P68Qu1gF,andas en mi cabeza,2016-12-31,222099206
6RyaV7owmVU6fzEPE17sF1,que tire pa lante,2019-11-16,197818210
0ERbK7qVqveCaBWIiYCrl3,bella y sensual,2017-12-31,196545428
4VgYtXCVJ7IbWAZ5ryfvEQ,muévelo,2020-02-01,156271439
58IL315gMSTD37DOZPJ2hf,shaky shaky,2016-10-08,146445212
7BuSE9uTIw931wtZYzvZcQ,runaway,2019-06-25,140207094
7MRU4vOkywuhZ9kbFiPuiu,si supieras,2019-07-05,121047429
0U6bQIAh6MCGo1xjbIIx2S,instagram,2019-08-30,120763356
3whrwq4DtvucphBPUogRuJ,havana - remix,2017-12-31,116900681
1AkTW13ysu0AJrwuM6UY0I,gyal you a party animal - remix,2017-02-25,114274604
113PlnpZbHd3WIqeYjhZWv,definitivamente,2020-02-14,69682212
4vlbjBSMqycZk6t4HVRpnC,no quiere enamorarse (remix),2016-12-03,58974286
4XCQtUoRSh22Ep18ULmDnT,la formula,2017-11-17,57815124
2qMnZF5Ja2WvmfbblByQza,soltera (remix),2019-08-17,57546735
00AoRZ8103mVeOVfpTfGuR,mayor que yo 3,2016-01-16,57296365
1ClQpnPU9M6mQpXGvhGPvQ,sígueme y te sigo,2015-12-31,54410473
0VjIjW4GlUZAMYd2vXMi3b,blinding lights,2020-03-20,1038280776
5aAx2yezTd8zXrkmtKl66Z,starboy,2016-11-26,985678287
6RsWqX8zABZLhZydXxEFOm,can t feel my face,2015-09-04,640996314
4RepvCWqsP6zBuzvwYibAS,i feel it coming,2016-11-29,597102381
25khomWgBVamSdKw7hzm3l,the hills,2015-09-04,545296545
1gm616Plq4ScqNi7TVkZ5N,call out my name,2018-03-30,355795875
4WGyY671Z37inSpCTBJoIm,earned it (fifty shades of grey),2015-02-27,330707747
7EiZI6JVHllARrX9PUvAdX,low life,2016-05-06,290368522
57vxBYXtHMk6H1aD29V7PU,heartless,2019-11-27,264461017
4ofvoCdXq99vpMZO4Cfp8x,pray for me,2018-02-09,235378030
0UnTaVkntyh3vqvLEvbpQx,in your eyes,2020-03-20,191403100
4F7A0DXBrmUAkp32uenhZt,party monster,2016-11-28,176714000
2p8IUWQDrpjuFltbdgLOag,after hours,2020-02-21,163891756
5SqSckut3FcoQKmGkMWgp1,often,2015-09-01,141255577
7fPHfBCyKE3aVCBjE4DAvl,in the night,2016-01-22,129510700
37F0uwRSrdzkBiuj0D5UHI,reminder,2016-11-29,104069001
2Ch7LmS7r2Gy2kc64wv3Bz,die for you,2016-12-01,75464740
7wFybC8jBH3zE139OpCtpG,lost in the fire,2019-01-15,73475462
4h90qkbnW1Qq6pBhoPvwko,sidewalks,2016-11-28,72478534
4mU5iXHeLgbR94siF7p1sY,six feet under,2016-11-30,69683127
7t5m6zRwIEBxmPt8lNoPPi,acquainted,2015-09-01,66730299
72TyiiduRmczEbDIEtKQdR,wasted times,2018-03-30,64025850
2poOAWEj1CStqTVPgIHZ8s,try me,2018-03-30,55873564
5HR4CYT5nPpFy8m9wJQgrr,rockin’,2016-11-30,51589920
0Gi17qCJh9e9RJxLaYkm9l,dark times,2015-09-02,48837201
4oeaIftdpT3JuZLcCkKmVE,false alarm,2016-11-28,45930591
7zxRMhXxJMQCeDDg0rKAVo,some way,2017-02-17,44379146
4cbdPT6uaBOgOQe3fLMofl,power is power,2019-04-19,42989292
5QO79kh1waicV47BqGRL3g,save your tears,2020-03-20,42541524
2xLMifQCjDGFmkHkpNLD9h,sicko mode,2018-08-03,1104999090
6gBFPUFcJLzWGx4lenP6h2,goosebumps,2020-04-25,948372703
7h0d2h0fUmzbs7zeFigJPn,highest in the room,2019-10-04,568566199
0FZ4Dmg8jJJAPJnvBIzD9z,zeze,2018-10-16,514616547
1yxgsra98r3qAtxqiGZPiX,butterfly effect,2018-08-03,502363304
3s4mrPrEFFPF0LmAfutW0n,the london,2019-05-24,380604232
39Yp9wwQiSRIDOvrVg7mbk,the scotts,2020-04-24,221892505
7wBJfHzpfI3032CSD7CE2m,stargazing,2018-08-03,214746155
6ciFFQZcrCwSiUBZvEZrJc,know no better,2017-06-16,198405640
7lAK3oHbfEnvUQWosrMMpR,yosemite,2018-08-03,196631370
20dP2DaMHIAmwWAbp7peSr,pick up the phone,2016-11-23,193390488
0q75NwOoFiARAVp4EXU4Bs,love galore,2017-09-07,176412652
5WoaF1B5XIEnWfmb5NZikf,sky walker,2018-02-08,161345504
1wHZx0LgzFHyeIZkUydNXq,antidote,2016-01-15,146456097
56AMYGJzxBO6p8v0wEe9de,hot (remix),2019-11-08,108337806
0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,2017-11-03,91659340
5u6vkDnOyaf8LsteDAj2ub,ghostface killers,2017-11-03,91194450
1nX9KhK3Fff27SnrIor2Yb,4 am,2017-06-20,81851606
3DoBTwfr8yi2LN08SBpFkN,watch,2018-05-04,69147842
6nO3tr47nr2P7f3hXb8JIo,champion,2018-05-18,66337094
7IMwEtpAiJanqF6vQteZN2,turks,2020-03-27,54011053
3YeJXuRSNS5FYwOsDu44kD,dark knight dummo (feat. travis scott),2017-12-08,49738885
2nBI3iWLhupR7LyAJ5GGkE,champions,2016-07-22,48381886
4w47S36wQGBhGg073q3nt7,tkn,2020-05-29,45080537
20MuVazoNMv6xjKPnRFOxG,wake up,2018-08-03,42210729
3ee8Jmje8o58CHK66QrVC2,sad!,2018-06-19,1290735636
7m9OqQk4RVRkw9JJdeAw96,jocelyn flores,2018-06-19,1098892345
0JP9xo3adEtGSdUEISiszL,moonlight,2018-06-19,970649515
7AQim7LbvFVZJE3O8TYgf2,fuck love,2018-06-19,627825090
7AFASza1mXqntmGtbxXprO,changes,2018-06-19,544169421
6eYxmK9fdL4hwLnXG2zY3s,look at me!,2018-06-19,415931305
3GVkPk8mqxz0itaAriG1L7,everybody dies in their nightmares,2018-06-19,389234276
0Dn40gxVCMo5TkgS8Ik18Q,falling down - bonus track,2018-09-21,296558808
2LskIZrCeLxRvCiGP8gxlh,arms around you,2018-10-26,295724082
40oKW22ZNNkEdZLJTScaQI,roll in peace,2018-06-19,250430274
